name_he,name_lat,source,source_id
שערות-שולמית מצויות,Adiantum capillus-veneris,wildflowers,245
עליעב חלוד,Fimbristylis ferruginea,wildflowers,2450
לוטוס משונץ,Lotus ornithopodioides,wildflowers,2451
כשות הקורנית,Cuscuta epithymum,wildflowers,2452
קדד אהרנברג,Astragalus ehrenbergii,wildflowers,2453
בן-חילף שעיר,Eragrostis pilosa,wildflowers,2454
מכבד הביצות,Cladium mariscus,wildflowers,2455
מדחול הודי,Sporobolus indicus,wildflowers,2456
פרגת ארם-צובא,Glaucium aleppicum,wildflowers,2457
בשנית עדינה,Pilgerochloa blanchei,wildflowers,2458
אשבל הלבנון,Stachys libanotica,wildflowers,2459
מורן החורש,Viburnum tinus,wildflowers,246
נורית סלילנית,Ranunculus pinardii,wildflowers,2460
אשבל כרתי,Stachys cretica,wildflowers,2461
דרדר אביבי,Centaurea solstitialis,wildflowers,2462
בסיה שיכנית,Bassia muricata,wildflowers,2467
בן-חילף הביצות,Eragrostis sarmentosa,wildflowers,2469
קיפודן פלישתי,Echinops philistaeus,wildflowers,2472
צלקנית נאכלת,Carpobrotus edulis,wildflowers,2473
שיבולת-שועל תרבותית,Avena sativa,wildflowers,2474
עלקת החרמון,Orobanche hermonis,wildflowers,2475
ארגמון מכסיקני,Argemone mexicana,wildflowers,2476
תגית קייצית,Lomelosia argentea,wildflowers,2477
סחלב שלוש-השיניים,Orchis tridentata,wildflowers,248
אשבל נאה,Stachys spectabilis,wildflowers,2483
פרע מחודד,Hypericum quandrandgulum,wildflowers,2484
חלבלוב עגול-עלים,Euphorbia chamaesyce,wildflowers,2485
קנה-סוכר גבוה,Saccharum ravennae,wildflowers,2486
בן-חצב מדברי,Scilla hanburyi,wildflowers,2487
ציפורנית דקיקה,Silene linearis,wildflowers,2488
עגנן נימי,Ankyropetalum gypsophiloides,wildflowers,2489
נרקיס מצוי,Narcissus tazetta,wildflowers,249
אוכם ארץ-ישראלי,Suaeda palaestina,wildflowers,2490
אוכם מצרי,Suaeda aegyptiaca,wildflowers,2491
אלון הלבנון,Quercus libani,wildflowers,2493
פלומית בובה,Doellia Bovei,wildflowers,2494
תגית ארגמנית,Lomelosia porphyroneura,wildflowers,2495
שמשון ליפי,Helianthemum lippii,wildflowers,2496
פואת הצבעים,Rubia tinctorum,wildflowers,2497
עוקץ-עקרב צהוב,Heliotropium digynum,wildflowers,2498
אלון שסוע,Quercus cerris,wildflowers,2499
נץ-חלב הררי,Ornithogalum montanum,wildflowers,25
שום תל-אביבי,Allium tel-avivense,wildflowers,250
אשבל ארך-שיבולת,Stachys longispicata,wildflowers,2500
בן-חילף מופסק,Eragrostis japonica,wildflowers,2501
תלתן בירותי,Trifolium berytheum,wildflowers,2504
אורזית זקופה,Ehrharta erecta,wildflowers,2505
טוריים צרי-עלים,Diplotaxis tenuifolia,wildflowers,2506
זיפנוצה ריסני,Pennisetum ciliare,wildflowers,2509
זקן-סב מצוי,Geropogon hybridus,wildflowers,251
פסאודוקרוסידיום גלול,Pseudocrossidium revolutum,wildflowers,2510
טיסדליה שסועה,Tessdalia coronopifolia,wildflowers,2511
קחוון יווני,Anthemis chia,wildflowers,2512
דודוניאה דביקה,Dodonea viscosa,wildflowers,2513
ניקנדרה בוענית,Nicandra physalodes,wildflowers,2516
עדשת-מים מצליבה,Lemna trisulca,wildflowers,2517
סגולית נאה,Legousia speculum-veneris,wildflowers,2519
מגלית הדרום,Hypecoum littorale,wildflowers,2520
שום הפטמות,Allium papillare,wildflowers,2521
ישימונית טוביפלורה,Volutaria tubiflora,wildflowers,2522
סיסון קיפח,Sison exaltatum,wildflowers,2524
שיבולת-שועל מתפרקת,Avena barbata,wildflowers,2525
מללנית ערבית,Lobularia arabica,wildflowers,2526
אלקנת הגליל,Alkanna galilaea,wildflowers,2527
מרצענית ספרדית,Loeflingia hispanica,wildflowers,2528
שלח הערבות,Erucaria rostrata,wildflowers,2529
גזר קיפח,Daucus carota,wildflowers,253
לוענית פינר,Scrophularia pinardii,wildflowers,2530
סלסילת הכרמל,Tordylium cardata,wildflowers,2531
טופח דביק,Lathyrus gloeospermus,wildflowers,2532
מנתור קטן-פרחים,Matthiola parviflora,wildflowers,2533
לבדנית צהבהבת,Gnaphalium luteo-album,wildflowers,2534
קדד נאה,Astragalus cretaceus,wildflowers,2536
ניסנית הבולבוסין,Aetheorhiza bulbosa,wildflowers,2537
לחך פעוט,Plantago bellardii,wildflowers,2538
מקור-חסידה מדברי,Erodium touchyanum,wildflowers,2539
שרביטן מצוי,Ephedra foeminea,wildflowers,254
קוטב מכונף,Tribulus longipetalus,wildflowers,2540
ולריינית קוטשי,Valerianella kotschyi,wildflowers,2542
שעלב מצוי,Vulpia myuros,wildflowers,2543
תלתן הנביאים,Trifolium prophetarum,wildflowers,2547
נפית הבשן,Nepenta trachonitica,wildflowers,2548
פרסיון גדול,Prasium majus,wildflowers,255
מנתור מצוי,Matthiola longipetala,wildflowers,2550
אספסת הגליל,Medicago granadensis,wildflowers,2551
אספסת כדורית,Medicago constricta,wildflowers,2552
תלתן בלאנש,Trifolium blancheanum,wildflowers,2553
קרנונית שעירה,Cerastium illyricium,wildflowers,2554
גרניון נוצץ,Geranium lucidum,wildflowers,2555
סווד איצטרובלי,Halocnemum strobilaceum,wildflowers,2556
גבשונית השדה,Capnophyllum peregrinum,wildflowers,2557
חלוקה הררית,Thesium bergeri,wildflowers,2558
ניסנית קטנת-פרחים,Crepis micrantha,wildflowers,2559
מצילתיים מצויים,Biscutella didyma,wildflowers,256
נשרן מכחיל,Piptatherum blancheanum,wildflowers,2560
עשנן הגליל,Fumaria petteri,wildflowers,2562
שום הגליל,Allium meronense,wildflowers,2563
ולריינית הקרינים,Valerianella carinata,wildflowers,2564
צמרנית אדומית,Phagnalon barbeyanum,wildflowers,2565
נטופית המדבר,Althaea ludwigii,wildflowers,2566
שיטת ויקטוריה,Acacia victoriae,wildflowers,2567
עשנן רפואי,Fumaria officinalis,wildflowers,2568
תלת-מלען פעוט,Aristida adscensionis,wildflowers,2569
חוחן אלכסנדרוני,Onopordum alexandrinum,wildflowers,257
זון פרסי,Lolium persicum,wildflowers,2570
ברזילון כפוף-שיניים,Sideritis curvidens,wildflowers,2571
שום החורשים,Allium dumetorum,wildflowers,2572
לפסנה ענפה,Lapsana pisidica,wildflowers,2573
נורית זנובה,Ranunculus myosuroides,wildflowers,2574
בוצין טברייני,Verbascum tiberiadis,wildflowers,2575
אשל הכינרת,Tamarix gennessarensis,wildflowers,2576
גומא הפקעים,Cyperus rotundus,wildflowers,258
כרסתן נפוח,Gastridium ventricosum,wildflowers,2580
ניסנית נאה,Crepis pulchra,wildflowers,2581
כף-אווז מבאישה,Grey Goosefoot,wildflowers,2582
זקנית הטפר,Barbula unguiculata,wildflowers,2583
צלף רמון,Capparis ramonensis,wildflowers,2584
מלחית נגדית,Salsola oppositifolia,wildflowers,2585
חומעת החורש,Rumex cassius,wildflowers,2587
ארכובית חד-שנתית,Polygonum bellardii,wildflowers,2588
בן-חיטה דו-קרני,Aegilops bicornis,wildflowers,2589
בן-חיטה סירס,Aegilops searsii,wildflowers,2590
חרמשית השדות,Falcaria vulgaris,wildflowers,2591
צלע-שור בואסייה,Bupleurum boissieri,wildflowers,2592
גומא הפרקים,Cyperus articulatus,wildflowers,2593
חומעה מגובבת,Rumex conglomeratus,wildflowers,2595
שנית נטופה,Lythrum netofa,wildflowers,2596
עלקת החמנית,Orobanche cumana,wildflowers,2598
מגנונית פקטורי,Callipeltis factorovskyi,wildflowers,2599
חצב מצוי,Drimia aphylla,wildflowers,26
אנודה מצוייצת,Anoda cristata,wildflowers,2600
זון משכר,Lolium temulentum,wildflowers,2601
חפורית מצויה,Phalaris brachystachys,wildflowers,2602
ירבוז ירוק-שיבולת,Amaranthus cruentus,wildflowers,2603
ירבוז קוצני,Amaranthus spinosus,wildflowers,2604
כמנון האניס,Pimpinella anisum,wildflowers,2605
דרכמונית סורית,Tordylium syriacum,wildflowers,2606
ארקטותקה משוננת,Arctotheca calendula,wildflowers,2607
ירבוז מוריגי,Amaranthus muricatus,wildflowers,2608
חלמית מצרית,Malva aegyptia,wildflowers,2609
חלבלוב מצרי,Euphorbia forskalii,wildflowers,2610
סמר ימי,Juncus maritimus,wildflowers,2611
חבלבל המשי,Convolvulus stachydifolius,wildflowers,2612
זנב-כלב דוקרני,Cynosurus echinatus,wildflowers,2613
ביצן דוקרני,Alternanthera pungens,wildflowers,2614
צפצפה מכסיפה,Populus alba,wildflowers,2616
חוחן הירדן,Onopordum jordanicolum,wildflowers,2618
מקור-חסידה מצרי,Erodium neurodifolium,wildflowers,2619
קוציץ סורי,Acanthus syriacus,wildflowers,262
מלעניאל ארוך,Stipa pellita,wildflowers,2620
לחך שסוע,Plantago coronopus,wildflowers,2621
לחך החוף,Plantago squarrosa,wildflowers,2622
יורינאה טרשית,Jurinea staehelinae,wildflowers,2623
אבובית עדינה,Ziziphora tenuior,wildflowers,2624
כשות ארץ-ישראלי,Cuscuta palaestina,wildflowers,2627
מרמר הערבות,Marrubium cuneatum,wildflowers,2630
מררית הגליל,Picris galileae,wildflowers,2631
מלוח מילר,Atriplex muelleri,wildflowers,2633
ברכיתציאסטרום קטיפתי,Brachytheciastrum velutinum,wildflowers,2634
מלעניאל קטן-פרחים,Stipa parviflora,wildflowers,2635
מלחית הערבה,Salsola gaetula,wildflowers,2636
דו-מוץ מעורק,Leptochloa uninervia,wildflowers,2637
נאדיד עדין,Utricularia exoleta,wildflowers,2638
ניסנית ירושלמית,Crepis hierosolymitana,wildflowers,2639
גרימיה שעירה,Grimmia crinita,wildflowers,2640
קחוון גולני,Anthemis haussknechtii,wildflowers,2641
עטיינית ארוכה,Crypsis acuminata,wildflowers,2642
סיסנית סיני,Poa sinaica,wildflowers,2643
עשנן קראליק,Fumaria kralikii,wildflowers,2644
סמר אפרפר,Juncus inflexus,wildflowers,2645
סומקן דוקרני,Onosma aleppica,wildflowers,2646
אחירותם החורש,Spartium junceum,wildflowers,265
אלמוות ערבי,Paronychia arabica,wildflowers,2650
סתוונית שימפר,Colchicum schimperi,wildflowers,2652
מלוח לינדלי,Atriplex lindleyi,wildflowers,2657
קדד משייני,Astragalus bombycinus,wildflowers,2658
תגית מצויה,Lomelosia prolifera,wildflowers,266
לשישית השיח,Chrozophora oblongifolia,wildflowers,2660
רב-זקן קרח,Cymbopogon commutatus,wildflowers,2661
געדה מלבינה,Teucrium leucocladum,wildflowers,2662
מקור-חסידה מעוצה,Erodium arborescens,wildflowers,2663
אלניה איזמלנית,Helothamnus acutifolius,wildflowers,2664
זיזיים חשופים,Traganum nudatum,wildflowers,2665
כריך נמוך,Carex hallerana,wildflowers,2674
הילל מקומט,Paracaryum rugulosum,wildflowers,2676
וושינגטוניה חסונה,Washingtonia robusta,wildflowers,2677
קדד שימפר,Astragalus schimperi,wildflowers,2678
בינית המדבר,Leptaleum filifolium,wildflowers,2679
אלת המסטיק,Pistacia lentiscus,wildflowers,268
שיבולת-שועל ערבתית,Avena wiestii,wildflowers,2680
ישומון נימי,Leysera leyseroides,wildflowers,2681
עדשה מצויה,Lens ervoides,wildflowers,2682
גזיר צר-עלים,Torilis leptophylla,wildflowers,2683
אגמון החוף,Schoenoplectus litoralis,wildflowers,2684
שמשון קהירי,Helianthemum kahiricum,wildflowers,2685
שרשר רב-שנתי,Sarcocornia perennis,wildflowers,2686
גריזית נאה,Asplenium sagittatum,wildflowers,2688
סתוונית בכירה,Colchicum troodi,wildflowers,269
פילגון צמיר,Filago eriocephala,wildflowers,2690
קרדת המדבר,Carduus getulus,wildflowers,2692
קדד הישימון,Astragalus eremophilus,wildflowers,2693
צתרה מדברית,Satureja thymbrifolia,wildflowers,2694
סייגית מבריקה,Anthriscus lamprocarpus,wildflowers,2695
כוסנית משוננת,Cornucopiae cucullatum,wildflowers,2696
לחך החולות,Plantago sabulosa,wildflowers,2697
ביקיה טופחנית,Vicia lathyroides,wildflowers,2698
ורוניקה דביקה,Veronica viscosa,wildflowers,2699
שקד מצוי,Amygdalus communis,wildflowers,27
דרדר אשקלון,Centaurea ascalonica,wildflowers,2704
דרדר סיני,Centaurea sinaica,wildflowers,2705
קורטם מבריק,Carthamus nitidus,wildflowers,2706
קרנן טבוע,Ceratophyllum demersum,wildflowers,2707
תלת-חוד מבריק,Triplachne nitens,wildflowers,2708
ציפורנית אפורה,Silene grisea,wildflowers,2709
איריס ענף,Iris pseudacorus,wildflowers,271
קדד שעיר,Astragalus hispidulus,wildflowers,2710
שחליים גבוהים,Lepidium latifolium,wildflowers,2711
אגמון נטוי,Isolepis cernua,wildflowers,2716
רושליה דו-זרעית,Rochelia disperma,wildflowers,2717
טופח עדשתי,Lathyrus lentiformis,wildflowers,2718
בר-דורבן פעוט,Consolida pusilla,wildflowers,2719
כלנית מצויה,Anemone coronaria,wildflowers,272
פרג סורי,Papaver syriacum,wildflowers,2721
טורית רפה,Turritis laxa,wildflowers,2722
דמסון רב-זרעים,Damasonium polyspermum,wildflowers,2724
זיפן ירוק,Setaria viridis,wildflowers,2725
סמר הפרקים,Juncus articulatus,wildflowers,2726
דוחן תרבותי,Panicum miliaceum,wildflowers,2727
פיקוס בנגלי,Ficus benghalensis,wildflowers,2729
פרגה קרחת,Glaucium oxylobum,wildflowers,273
כרפסית עדינה,Ciclospermum leptophyllum,wildflowers,2730
צחר כחלחל,Leucaena leucocephala,wildflowers,2731
שיטת עלי-ערבה,Acacia salicina,wildflowers,2732
פיקוס השדרות,Ficus microcarpa,wildflowers,2733
פיקוס קדוש,Ficus religiosa,wildflowers,2734
זיפנוצה חבוי,Pennisetum clandestinum,wildflowers,2735
פיסטיה צפה,Pistia stratiotes,wildflowers,2737
עוקץ-עקרב אירופי,Heliotropium europaeum,wildflowers,2739
דרדר דמשקאי,Centaurea damascena,wildflowers,2740
עוקץ-עקרב אפור,Heliotropium bovei,wildflowers,2743
סיסנית היערות,Poa nemoralis,wildflowers,2744
מלוח מבריק,Atriplex sagittata,wildflowers,2745
פעמונית צידונית,Campanula sidoniensis,wildflowers,2746
חמד השיח,Haloxylon salicornicum,wildflowers,2748
תלתן זוחל,Trifolium repens,wildflowers,275
אילנתה רמה,Ailanthus excelsa,wildflowers,2765
דרדר גדול-פרחים,Centaurea crocodylium,wildflowers,277
מלענן דראר,Stipagrostis drarii,wildflowers,2775
דמומית קטנת-פרי,Adonis microcarpa,wildflowers,278
זלזלת מנוצה,Clematis flammula,wildflowers,279
אספרג חד,Asparagus acutifolius,wildflowers,2797
עירית גדולה,Asphodelus ramosus,wildflowers,28
תלתן היערות,Trifolium sylvaticum,wildflowers,2802
מעוג כרתי,Lavatera cretica,wildflowers,281
שסיע שעיר,Schismus barbatus,wildflowers,2812
סתוונית הנגב,Colchicum ritchii,wildflowers,282
באשן מחומש,Cleome gynandra,wildflowers,2823
אלון התולע,Quercus boissieri,wildflowers,284
אורן ירושלים,Pinus halepensis,wildflowers,285
אורן הסלע,Pinus pinea,wildflowers,286
אהל מגושם,Mesembryanthemum forskalii,wildflowers,287
רימונית הלוטם,Cytinus hypocistis,wildflowers,288
בן-מלח מכחיל,Arthrocnemum macrostachyum,wildflowers,289
פלופיה חבלבלית,Fallopia convolvulus,wildflowers,2893
פיקוס רומפי,Ficus rumphii,wildflowers,2898
חבלבל השדה,Convolvulus arvensis,wildflowers,29
קזוארינה דקיקה,Casuarina cunninghamiana,wildflowers,290
חלביב רותמי,Periploca aphylla,wildflowers,292
מרווה רחבת-גביע,Salvia multicaulis,wildflowers,293
חולית מצרית,Cutandia memphitica,wildflowers,294
נהרונית צפה,Potamogeton nodosus,wildflowers,295
אלמוות שיכני,Paronychia echinulata,wildflowers,2975
ציפורנית גדולת-שיניים,Silene macrodonta,wildflowers,2976
פרולניה מורחבת,Frullania dilatata,wildflowers,2978
שעורת העכבר,Hordeum glaucum,wildflowers,298
סגינה חופית,Sagina maritima,wildflowers,2984
סרב חד-קוצי,Cornulaca monacantha,wildflowers,2985
נץ-חלב שטוח-עלים,Ornithogalum platyphyllum,wildflowers,2987
נץ-חלב הרודיון,Ornithogalum sp. nova,wildflowers,2988
בבונגית אזנית,Tripleurospermum auriculatum,wildflowers,2991
שלוחית שעירה,Andrachne aspera,wildflowers,2992
זיפנוצה ארגמני,Pennisetum purpureum,wildflowers,2993
ישרוע מאוגד,Hemarthria altissima,wildflowers,2995
זליה מחומשת,Zaleya pentandra,wildflowers,2998
שום קייצי,Allium therinanthum,wildflowers,2999
בוצין מפורץ,Verbascum sinuatum,wildflowers,3
שעורת התבור,Hordeum spontaneum,wildflowers,300
ביקיית החולה,Vicia hulensis,wildflowers,3000
תודרה רפואית,Sisymbrium officinale,wildflowers,3001
סלולית חומה,Tortula inermis,wildflowers,3002
עשנן גייארדו,Fumaria gaillardotii,wildflowers,3003
צלבית קרומית,Crucianella membranacea,wildflowers,3004
ביקיה אנטולית,Vicia bithynica,wildflowers,3006
שום עקרון,Allium akriense,wildflowers,3015
גומא צהבהב,Pycerus flavescens,wildflowers,3019
שנק החורש,Limodorum abortivum,wildflowers,302
ערברבה קטנת-פרחים,Epilobium parviflorum,wildflowers,3020
בופוניה אשונה,Bufonia virgata,wildflowers,3021
עטיינית עטופה,Crypsis vaginiflora,wildflowers,3022
כף-חתול זוחלת,Aeluropus lagopoides,wildflowers,3024
עשבה רותמית,Chloris virgata,wildflowers,3025
חומעת נפאל,Rumex nepalensis,wildflowers,3026
חומעת הפקעת,Rumex tuberosus,wildflowers,3027
סתוונית הרמון,Colchicum antilibanoticum,wildflowers,3028
כתלה מדברית,Chiliadenus montanus,wildflowers,3029
בן-פרג סגול,Roemeria hybrida,wildflowers,303
ולריינית זעירה,Valerianella pumila,wildflowers,3030
יתדן מפושק,Sphenopus divaricatus,wildflowers,3031
זמזומית ארוכה,Bellevalia macrobotrys,wildflowers,3032
חבלבל מגובב,Convolvulus auricomus,wildflowers,3033
כשות קצרת-עלי,Cuscuta brevistyla,wildflowers,3034
תלתן חנוק,Trifolium suffocatum,wildflowers,3035
ציפורנית מדברית,Silene viviianii,wildflowers,3036
מררית דמשקאית,Picris longirostris,wildflowers,3038
תלתן תת קרקעי,Trifolium subterraneum,wildflowers,3039
חיטת הבר,Triticum dicoccoides,wildflowers,304
תודרה דמשקאית,Sisymbrium damascenum,wildflowers,3040
ציפורנית דביקה,Silene muscipula,wildflowers,3041
ולריינית דוקרנית,Valerianella echinata,wildflowers,3042
דרכנית קרחת,Herniaria glabra,wildflowers,3043
בוצין הארזים,Verbascum cedreti,wildflowers,3045
נר-הלילה המפוצל,Oenothera laciniata,wildflowers,3047
גפן היערות,Vitis sylvestris,wildflowers,3048
ביקיה קטנה,Vicia pubescens,wildflowers,3049
תלתן כוכבני,Trifolium stellatum,wildflowers,305
שחליים תרבותיים,Lepidium sativum,wildflowers,3051
דבשה איטלקית,Melilotus italicus,wildflowers,3052
ולריינית מכונפת,Valerianella dufresnia,wildflowers,3053
דרבונית אביבית,Drabopsis nuda,wildflowers,3054
שלהבית הכלאיים,Phlomis brachyodon x pungens,wildflowers,3055
ולריינית ערבתית,Valerianella szovitsiana,wildflowers,3056
חולית דו-קרנית,Cutandia dichotoma,wildflowers,3058
שלשון מישל,Trisetaria michelii,wildflowers,3059
לוביה מצרית,Vigna luteola,wildflowers,306
דבשה הדורה,Melilotus elegans,wildflowers,3060
ארנריה נימית,Arenaria tremula,wildflowers,3061
גזיר גיארדו,Torilis gaillardotii,wildflowers,3063
נזמית ארגמנית,Lamium purpureum,wildflowers,3064
אשל סין,Tamarix chinensis,wildflowers,3065
כלך דנין,Ferula daninii,wildflowers,3066
כשות ראוס,Cuscuta rausii,wildflowers,3067
שעלב קצר,Vulpia brevis,wildflowers,3068
תות לבן,Morus alba,wildflowers,3069
שלהבית הררית,Phlomis brevilabris,wildflowers,3070
חופניים נמוכים,Thlaspi brevicule,wildflowers,3071
אלומית החורש,Elymus panormitanus,wildflowers,3072
דבקה זנובה,Galium chaetopodum,wildflowers,3073
סוף צר-עלים,Typha angustifolia,wildflowers,3075
ילקוט אדום,Capsella rubella,wildflowers,3077
שום קטוע,Allium truncatum,wildflowers,3079
בוצין אופקי,Verbascum levanticum,wildflowers,308
ספלול הגליל,Aristolochia billardierei,wildflowers,3082
מוריקת סיני,Moricandia sinaica,wildflowers,3083
ימון הקשקשים,Halophila stipulacea,wildflowers,3084
מנטיסלקה מדברית,Mantisalca salmantica,wildflowers,3085
אספסת אשונה,Medicago rigidula,wildflowers,3086
גרגרנית הטבעת,Trigonella spinosa,wildflowers,3087
גרגרנית מאוצבעת,Medicago astroites,wildflowers,3089
יערה איטלקית,Lonicera etrusca,wildflowers,309
חוחן ארץ-ישראלי,Onopordum palaestinum,wildflowers,3090
מרסיה ננסית,Maresia pygmea,wildflowers,3091
לחך משונן,Plantago notata,wildflowers,3092
נר-הלילה הדו-שנתי,Oenothera biennis,wildflowers,3093
קדד אפיל,Astragalus trimestris,wildflowers,3094
תלתן שעיר,Trifolium hirtum,wildflowers,3095
שלשית מצהיבה,Trisetum flavescens,wildflowers,3097
בן-חילף קטן,Eragrostis minor,wildflowers,3098
זיפן הדורים,Setaria verticillata,wildflowers,3099
עוקץ-עקרב שעיר,Heliotropium hirsutissimum,wildflowers,31
שבטוט מצויץ,Calligonum comosum,wildflowers,310
צללית סיני,Minuartia sinaica,wildflowers,3100
חומעת החוף,Rumex maritimus,wildflowers,3101
ליבן משולש,cardiospermum halicacabum,wildflowers,3102
לחך משתנה,Plantago weldenii,wildflowers,3104
ציפורנית איטלקית,Silene italica,wildflowers,3105
ארכובית ורודה,Polygonum arenarium,wildflowers,3106
אחי-חרגל אפריקני,Oxystelma esculentum var. alpine,wildflowers,3107
חלבלוב מקרין,Euphorbia reuteriana,wildflowers,3108
כלכלך סורי,Ferulago syriaca,wildflowers,3109
בן-חילף גדול שיבולית,Eragrostis cilianensis,wildflowers,311
צללית מזרחית,meyery Minuartia,wildflowers,3110
אליסון זיפני,Alyssum strigosum,wildflowers,3111
סלולית קצרת-עלים,Tortula brevissima,wildflowers,3112
דגנין גמוד,Rostraria pumila,wildflowers,3113
שיטה רעננה,Senegalia laeta,wildflowers,3114
דבקה אמיתית,Galium verum,wildflowers,3116
עשבה קהה,Chloris pycnothrix,wildflowers,3117
זהבית דקת-עלים,Gagea reticulata,wildflowers,312
אינדיה נטויה,Einadia nutans,wildflowers,3123
קדד סיבר,Astragalus sieberi,wildflowers,3125
צינקלידוטוס עב-שוליים,Enneapogon persicus,wildflowers,3126
פרסה משונצת,Hippocrepis constricta,wildflowers,3128
פומה פרסית,Hueblia calycina,wildflowers,3129
זהבית פעוטה,Gagea bohemica,wildflowers,313
דבקת יריחו,Galium hierochuntinum,wildflowers,3130
סגל תמים,Viola pentadactyla,wildflowers,3131
בוצין המדבר,Verbascum eremobium,wildflowers,3132
קחוון קטום-מוצים,Anthemis amblyolepis,wildflowers,3134
הרדופנין מפותל,Scorzonera tortuosissima,wildflowers,3135
סגולית הכלאיים,Legousia hybrida,wildflowers,3136
דרדר לביד,Centaurea eriphora,wildflowers,3137
יחנוק צמיר,Cistanche fissa,wildflowers,3138
עדשת-מים גיבנת,Lemna gibba,wildflowers,314
ארביס אוזני,Arabis auriculata,wildflowers,3140
דקורניה מנוצה,Descurainia sophia,wildflowers,3141
משנצת הדורה,Hedysarum coronarium,wildflowers,3142
טובענית קטומה,Callitriche truncata,wildflowers,3143
טובענית העוקצים,Callitriche brutia,wildflowers,3144
אלטין הדורים,Elatine alsinastrum,wildflowers,3145
שנית רחבת-עלים,Lythrum borysthenicum,wildflowers,3146
קחוון שקוף,Anthemis hyalina,wildflowers,3147
פרע מנוקב,Hypericum perforatum,wildflowers,3148
קחוון מקופח,Anthemis cotula,wildflowers,3149
חיננית הבתה,Bellis sylvestris,wildflowers,315
גלדן מחוספס,Elytrigia intermedia,wildflowers,3150
סיגל קטן,Viola parvula,wildflowers,3151
טורטלה מבהיקה,Tortella nitida,wildflowers,3152
סלולית החומות,Tortula muralis,wildflowers,3153
גומא צפוף-שיבולת,Cyperus eleusinoides,wildflowers,3154
טחובית שרשונית,Bryum radiculosum,wildflowers,3155
טחובית דו-גונית,Bryum bicolor,wildflowers,3156
יינית בינונית,Oenanthe pimpinelloides,wildflowers,3157
אלואינה מצויה,Aloina aloides,wildflowers,3158
גרימיה מצויה,Grimmia pulvinata,wildflowers,3159
אמבליסטגיום זוחל,Amblystegium serpens,wildflowers,3160
טחובית ניצנית,Bryum gemmiparum,wildflowers,3161
סהרונית הצלב,Lunularia cruciata,wildflowers,3162
אמקורית עדינה,Rhynchostegiella tenella,wildflowers,3163
אנתוסטודון מצטרר,Enthostodon attenuatus,wildflowers,3164
טריכוסטומום קצר-שיניים,Trichostomum brachydontium,wildflowers,3165
אשבל נמרוד,Sachys paneiana,wildflowers,3166
זנבן שנוי פירות,Orthurus heterocarpus,wildflowers,3167
ציפורנית מצוייצת,Silene physalodes,wildflowers,3168
כרכום גייארדו תת-מין חופי,Crocus aleppicus,wildflowers,3169
ברוש מצוי,Cupressus sempervirens,wildflowers,317
כרבה רכה,Crambe alutacea,wildflowers,3170
יורניה דו-קרנית,Johrenia dichotoma,wildflowers,3171
רבועה שרועה,Tetragonia tetragonioides,wildflowers,3172
אמברוסיה חשופת-שיבולת,Ambrosia psilostachya,wildflowers,3173
פיסידנס שחוח,Fissidens incurvus,wildflowers,3174
רינכוסטגיום הכרך,Rhynchostegium megapolitanum,wildflowers,3175
מגסטומה זעירה,Ogastemma pusillum,wildflowers,3176
פוסומברוניה דשואה,Fossombronia caespitiformis,wildflowers,3177
נוניאה נאה,Nonea melanocarpa,wildflowers,3178
כלך נגבי,Ferula sinaica,wildflowers,3179
מרווה ארץ-ישראלית,Salvia palaestina,wildflowers,318
משינית זהובה,Homalothecium aureum,wildflowers,3180
טחובית מגוונת,Bryum versicolor,wildflowers,3181
מיקרובריום דבאל,Microbryum davallianum,wildflowers,3182
עקרבית קשותה,Scorpiurium circinatum,wildflowers,3183
סינטריכיה בכורה,Syntrichia princeps,wildflowers,3184
טימיאלה זקנית,Timiella barbuloides,wildflowers,3185
חבליל יפהפה,Funaria pulchella,wildflowers,3186
שום ארץ-ישראלי,Allium palaestinum,wildflowers,3187
טחובית מתפתלת,Rosulabryum torquescens,wildflowers,3188
פליה עולשית,Pellia endiviifolia,wildflowers,3189
ילקוט הרועים,Capsella bursa-pastoris,wildflowers,319
ספרוקרפוס מישלי,Sphaerocarpos michelii,wildflowers,3190
אלשן אבן-הגיר,Gymnostomum calcareum,wildflowers,3192
היגרואמבליסטגיום עקשני,Hygromblystegium tenax,wildflowers,3193
צייצת קשקשית,Crossidium squamiferum,wildflowers,3194
זיכריני זקוף-עוקצים,Myosotis stricta,wildflowers,3195
דמומית השדה,Adonis annua,wildflowers,3196
דושנית אשונה,Didymodon rigidulus,wildflowers,3197
דבקה סורית,Galium cassium,wildflowers,3198
שביט הודי-חבשי,Cometes surattensis,wildflowers,3199
חלמונית גדולה,Sternbergia clusiana,wildflowers,32
שיח-אברהם מצוי,Vitex agnus-castus,wildflowers,320
רבוליה חצידורית,Reboulia hemisphaerica,wildflowers,3200
חוחן גדול-ראשים,Onopordum macrocephalum,wildflowers,3201
גומד צר-עלים,Cymbolaena griffithii,wildflowers,3202
עלקת ארץ-ישראלית,Orobanche palaestina,wildflowers,3203
נזמית הכתמים,Lamium maculatum,wildflowers,3204
שברק ססגוני,Ononis variegata,wildflowers,3205
באשן זהוב-פרחים,Cleome chrysantha,wildflowers,3206
חבלבל מדברי,Convolvulus pilosellifolius,wildflowers,3207
אחילוטוס שעיר,Dorycnium hirsutum,wildflowers,3208
