source_id,name_he,category,price,url
שלישיית-גוזמניה,שלישיית גוזמניה,צמחים-לבית-ולמשרד,310.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/שלישיית-גוזמניה/
שלישיית-מיני-צמחי-בית-בכלי-קרמיקה,שלישיית מיני צמחי בית בכלי קרמיקה,צמחים-לבית-ולמשרד,180.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/שלישיית-מיני-צמחי-בית-בכלי-קרמיקה/
שעוונית-זוחלת,שעוונית זוחלת,צמחים-לבית-ולמשרד,149.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/שעוונית-זוחלת/
שפלרה-עציץ-15-סמ,"שפלרה - עציץ 15 ס""מ",צמחים-לבית-ולמשרד,95.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/שפלרה-עציץ-15-סמ/
שפלרה-עציץ-18-סמ,"שפלרה - עציץ 18 ס""מ",צמחים-לבית-ולמשרד,99.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/שפלרה-עציץ-18-סמ/
שפלרה-קטנה-עציץ-12-סמ,"שפלרה - עציץ 12 ס""מ",צמחים-לבית-ולמשרד,29.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/שפלרה-קטנה-עציץ-12-סמ/
שפלרה,שפלרה,צמחים-למרפסת-ולגינה,29.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/שפלרה/
שרך-בוסטון-לתלייה,שרך בוסטון לתלייה,צמחים-למרפסת-ולגינה,69.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/שרך-בוסטון-לתלייה/
שרך-בוסטון,שרך בוסטון ייבוא,צמחים-למרפסת-ולגינה,,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/שרך-בוסטון/
שרך-בלכנום-סילבר-ליידי,שרך בלכנום סילבר ליידי,צמחים-לבית-ולמשרד,89.0,https://azurflowers.co.il/חנות/צמחים-לבית-ולמשרד/שרך-בלכנום-סילבר-ליידי/
שרך-לבבות,שרך לבבות,צמחים-למרפסת-ולגינה,75.0,https://azurflowers.co.il/חנות/צמחים-למרפסת-ולגינה/שרך-לבבות/
